"# total is calibrated WITHIN k (the normalisation caps are pair-fitted); compare rows by percentile_within_k, never a triple's total against a pair's. deduped_into names the better combination that makes the same claim with an interchangeable part; blank means this row is the family representative."
rank,k,ids,parts,usd,total,percentile_within_k,synergy,emergent_keys,new_route_keys,multiplicity_incidental_keys,shared_phenomena,shared_kinds,compensation_channels,compensation_source,compensation_doubtful,failure_independence,tau_decades,time_mode,tau_confidence,tau_lower_bound,novelty,esp32_verdict,boards_that_fit,family_signature,deduped_into,equivalent_swaps,reasoning,confound
916,2,S018|S161,MS5611 high-res altimeter|MLX90640 thermal camera,51,0.37581,98.88,1.0,,sky-clear,,,,S161>S018:sunlight-ir@1|S161>S018:temperature-drift@1,prose,0,0.9,0.279,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S016+S161,S018|S162,,"MS5611 high-res altimeter + MLX90640 thermal camera: MLX90640 thermal camera measures `temperature-remote`, which is exactly what fools MS5611 high-res altimeter (sunlight and ambient infrared), plus 1 further correction channel(s); together they open a new route to `sky-clear`; their time constants differ by 0.3 decades, scored as `separated` (a slow reference disciplining a fast channel).",Sky thermometer cloud detector: Rain on the sensor window reads as total overcast; high thin cirrus reads half-way and fools the threshold. Angle it 10° off zenith with a rain shield. The correction is only as good as the co-location — MLX90640 thermal camera must sit in the same air/on the same surface as MS5611 high-res altimeter or it is correcting a different place.
917,2,S046|S329,LTR-390 UV + ambient|FLIR Lepton 3.1R radiometric thermal module,185.0,0.37567,98.877,0.0,,,,,,S329>S046:sunlight-ir@1|S329>S046:temperature-drift@1,prose,0,0.775,1.954,separated,medium,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S046+S329,,S047+S329,"LTR-390 UV + ambient + FLIR Lepton 3.1R radiometric thermal module: FLIR Lepton 3.1R radiometric thermal module measures `temperature-remote`, which is exactly what fools LTR-390 UV + ambient (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 2.0 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (ambient temperature drift / temperature coefficient), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — FLIR Lepton 3.1R radiometric thermal module must sit in the same air/on the same surface as LTR-390 UV + ambient or it is correcting a different place."
918,2,S051|S329,TCS34725 RGB color|FLIR Lepton 3.1R radiometric thermal module,187.0,0.37567,98.877,0.0,,,,,,S329>S051:sunlight-ir@1|S051>S329:emissivity-albedo@1,prose,0,0.775,2.467,separated,medium,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S051+S329,,,"TCS34725 RGB color + FLIR Lepton 3.1R radiometric thermal module: FLIR Lepton 3.1R radiometric thermal module measures `temperature-remote`, which is exactly what fools TCS34725 RGB color (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 2.5 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (surface emissivity, colour and albedo, multipath, reflections and ghost returns), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — FLIR Lepton 3.1R radiometric thermal module must sit in the same air/on the same surface as TCS34725 RGB color or it is correcting a different place."
919,2,S052|S326,AS7341 11-channel spectral|Heimann HTPA32x32d thermopile array,154.0,0.37567,98.877,0.0,,,,,,S326>S052:sunlight-ir@1|S052>S326:emissivity-albedo@1,prose,0,0.775,2.41,separated,medium,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S052+S326,,S316+S326,"AS7341 11-channel spectral + Heimann HTPA32x32d thermopile array: Heimann HTPA32x32d thermopile array measures `temperature-remote`, which is exactly what fools AS7341 11-channel spectral (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 2.4 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (target distance, angle, size and field of view), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — Heimann HTPA32x32d thermopile array must sit in the same air/on the same surface as AS7341 11-channel spectral or it is correcting a different place."
920,2,S113|S144,AD8232 ECG front-end|INA219 current/power monitor,12.5,0.37564,98.875,3.0,energy-waste-unoccupied,,,,,S144>S113:mains-hum@1,prose,0,0.9,4.775,separated,medium,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S113+S144,S113|S212,,"AD8232 ECG front-end + INA219 current/power monitor: INA219 current/power monitor measures `voltage`, which is exactly what fools AD8232 ECG front-end (mains hum, 50/60 hz pickup and supply ripple); together they reach `energy-waste-unoccupied`, which no member reaches alone; their time constants differ by 4.8 decades, scored as `separated` (a slow reference disciplining a fast channel).",Empty-room energy auditor: Fridges and servers SHOULD run unoccupied: subtract each room's always-on baseline first or the kitchen wins every audit unfairly. The correction is only as good as the co-location — INA219 current/power monitor must sit in the same air/on the same surface as AD8232 ECG front-end or it is correcting a different place.
921,2,S010|S012,Thermocouple multiplexer board|SHT41 humidity + temp,19,0.37538,98.874,2.75,soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,,temperature-contact,differential,,,0,1.0,1.097,matched,medium,no,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S004+S012,,S004+S012|S004+S014|S010+S014,"Thermocouple multiplexer board + SHT41 humidity + temp: both read `temperature-contact` but through different physics (Seebeck effect vs Silicon bandgap), so the disagreement between them is itself the measurement; `soil-water-volumetric`, `thermal-time-constant`, `wet-bulb-heat-stress` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 1.1 decades, scored as `matched` (matched constants are what make the subtraction valid).",Wet-bulb heat-stress meter: The wick must stay wet and ventilated; a dry wick silently converges to the dry bulb and the danger signal disappears exactly when it matters.
922,2,S007|S220,MLX90614 IR thermometer|Photoelectric beam sensor E18-D80NK,11,0.37529,98.872,0.0,,,,,,S220>S007:target-geometry@0.05|S007>S220:sunlight-ir@1|S007>S220:temperature-drift@1,prose,0,0.733,4.0,separated,medium,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S220,,S008+S220,"MLX90614 IR thermometer + Photoelectric beam sensor E18-D80NK: Photoelectric beam sensor E18-D80NK measures `distance-point`, which is exactly what fools MLX90614 IR thermometer (target distance, angle, size and field of view), plus 2 further correction channel(s); their time constants differ by 4.0 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (surface emissivity, colour and albedo, optical transparency or blackness of the target), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — Photoelectric beam sensor E18-D80NK must sit in the same air/on the same surface as MLX90614 IR thermometer or it is correcting a different place."
923,2,S105|S386,TTP223 single touch|AMC1311 reinforced isolated voltage-sense amplifier,5.5,0.37529,98.872,3.0,energy-waste-unoccupied,,,,,S386>S105:mains-hum@0.35?|S386>S105:supply-voltage@0.35?,prose,2,0.85,4.301,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S105+S386,,,"TTP223 single touch + AMC1311 reinforced isolated voltage-sense amplifier: AMC1311 reinforced isolated voltage-sense amplifier measures `voltage`, which is exactly what fools TTP223 single touch (mains hum, 50/60 hz pickup and supply ripple), plus 1 further correction channel(s); together they reach `energy-waste-unoccupied`, which no member reaches alone; their time constants differ by 4.3 decades, scored as `separated` (a slow reference disciplining a fast channel).","Empty-room energy auditor: Fridges and servers SHOULD run unoccupied: subtract each room's always-on baseline first or the kitchen wins every audit unfairly. The correction is only as good as the co-location — AMC1311 reinforced isolated voltage-sense amplifier must sit in the same air/on the same surface as TTP223 single touch or it is correcting a different place. 2 of 2 channel(s) are flagged `co_location: doubtful` and attenuated — AMC1311 reinforced isolated voltage-sense amplifier is difficulty 5 — a build, not a part you casually co-locate."
924,2,S001|S162,DS18B20 digital temp probe|MLX90641 thermal (16x12),62.5,0.375,98.868,1.0,,sky-clear,,,,S162>S001:sunlight-ir@1|S001>S162:self-heating@1,prose,0,0.725,2.107,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S001+S161,,S001+S161|S002+S162|S003+S162|S002+S161|S003+S161,"DS18B20 digital temp probe + MLX90641 thermal (16x12): MLX90641 thermal (16x12) measures `temperature-remote`, which is exactly what fools DS18B20 digital temp probe (sunlight and ambient infrared), plus 1 further correction channel(s); together they open a new route to `sky-clear`; their time constants differ by 2.1 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (self-heating of the sensor or its own board), so agreement between them is NOT independent confirmation. Sky thermometer cloud detector: Rain on the sensor window reads as total overcast; high thin cirrus reads half-way and fools the threshold. Angle it 10° off zenith with a rain shield. The correction is only as good as the co-location — MLX90641 thermal (16x12) must sit in the same air/on the same surface as DS18B20 digital temp probe or it is correcting a different place."
925,2,S004|S162,MAX31855 thermocouple amp|MLX90641 thermal (16x12),75,0.375,98.868,1.0,,sky-clear,,,,S162>S004:sunlight-ir@1|S004>S162:self-heating@1,prose,0,0.725,3.885,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S004+S161,,S004+S161|S010+S162|S010+S161,"MAX31855 thermocouple amp + MLX90641 thermal (16x12): MLX90641 thermal (16x12) measures `temperature-remote`, which is exactly what fools MAX31855 thermocouple amp (sunlight and ambient infrared), plus 1 further correction channel(s); together they open a new route to `sky-clear`; their time constants differ by 3.9 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (self-heating of the sensor or its own board), so agreement between them is NOT independent confirmation. Sky thermometer cloud detector: Rain on the sensor window reads as total overcast; high thin cirrus reads half-way and fools the threshold. Angle it 10° off zenith with a rain shield. The correction is only as good as the co-location — MLX90641 thermal (16x12) must sit in the same air/on the same surface as MAX31855 thermocouple amp or it is correcting a different place."
926,2,S010|S355,"Thermocouple multiplexer board|METER TEROS 12 soil moisture, EC and temperature",233.0,0.375,98.868,2.75,soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,,temperature-contact,differential,,,0,1.0,1.107,matched,medium,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S004+S355,,S004+S355,"Thermocouple multiplexer board + METER TEROS 12 soil moisture, EC and temperature: both read `temperature-contact` but through different physics (Seebeck effect vs Thermoresistive), so the disagreement between them is itself the measurement; `soil-water-volumetric`, `thermal-time-constant`, `wet-bulb-heat-stress` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 1.1 decades, scored as `matched` (matched constants are what make the subtraction valid).",Wet-bulb heat-stress meter: The wick must stay wet and ventilated; a dry wick silently converges to the dry bulb and the danger signal disappears exactly when it matters.
927,2,S189|S223,AHT20 temp/humidity|Tire pressure TPMS receivers,12,0.37493,98.867,5.75,air-density|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,,temperature-contact,unverified,,,0,1.0,1.477,matched,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S189+S223,S190|S223,,"AHT20 temp/humidity + Tire pressure TPMS receivers: they share `temperature-contact` but the transduction mechanism is unreadable on at least one side, so it is scored as redundancy, not as a differential pair; together they reach `air-density`, which no member reaches alone; `soil-water-volumetric`, `thermal-time-constant`, `wet-bulb-heat-stress` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 1.5 decades, scored as `matched` (matched constants are what make the subtraction valid).",Wet-bulb heat-stress meter: The wick must stay wet and ventilated; a dry wick silently converges to the dry bulb and the danger signal disappears exactly when it matters.
928,2,S329|S337,FLIR Lepton 3.1R radiometric thermal module|Benewake TF03 long-range industrial LiDAR,360.0,0.37488,98.866,0.0,,,,,,S337>S329:target-geometry@1|S329>S337:sunlight-ir@1,prose,0,0.917,0.477,separated,high,no,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S329+S337,,,"FLIR Lepton 3.1R radiometric thermal module + Benewake TF03 long-range industrial LiDAR: Benewake TF03 long-range industrial LiDAR measures `distance-point`, which is exactly what fools FLIR Lepton 3.1R radiometric thermal module (target distance, angle, size and field of view), plus 1 further correction channel(s); their time constants differ by 0.5 decades, scored as `separated` (a slow reference disciplining a fast channel).","Both members are fooled by the same thing (multipath, reflections and ghost returns), so agreement between them is NOT independent confirmation. The correction is only as good as the co-location — Benewake TF03 long-range industrial LiDAR must sit in the same air/on the same surface as FLIR Lepton 3.1R radiometric thermal module or it is correcting a different place."
929,2,S007|S238,MLX90614 IR thermometer|Ground vibration fence: fiber + photodiode,18,0.37467,98.823,0.0,,,,,,S007>S238:sunlight-ir@1|S007>S238:temperature-drift@1,prose,0,1.0,4.0,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S238,,S008+S238,"MLX90614 IR thermometer + Ground vibration fence: fiber + photodiode: MLX90614 IR thermometer measures `temperature-remote`, which is exactly what fools Ground vibration fence: fiber + photodiode (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 4.0 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90614 IR thermometer must sit in the same air/on the same surface as Ground vibration fence: fiber + photodiode or it is correcting a different place.
930,2,S007|S247,MLX90614 IR thermometer|UM980 triple-band RTK receiver,208.0,0.37467,98.823,0.0,,,,,,S007>S247:sunlight-ir@1|S007>S247:temperature-drift@1,prose,0,1.0,2.398,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S247,,S008+S247,"MLX90614 IR thermometer + UM980 triple-band RTK receiver: MLX90614 IR thermometer measures `temperature-remote`, which is exactly what fools UM980 triple-band RTK receiver (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 2.4 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90614 IR thermometer must sit in the same air/on the same surface as UM980 triple-band RTK receiver or it is correcting a different place.
931,2,S008|S125,MLX90632 miniature IR temp|ML8511 / VEML6075 UV outdoor,20,0.37467,98.823,0.0,,,,,,S008>S125:sunlight-ir@1|S008>S125:temperature-drift@1,prose,0,1.0,1.301,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S125,S007|S125,,"MLX90632 miniature IR temp + ML8511 / VEML6075 UV outdoor: MLX90632 miniature IR temp measures `temperature-remote`, which is exactly what fools ML8511 / VEML6075 UV outdoor (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 1.3 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90632 miniature IR temp must sit in the same air/on the same surface as ML8511 / VEML6075 UV outdoor or it is correcting a different place.
932,2,S008|S142,MLX90632 miniature IR temp|Ultrasonic liquid (through-wall),39,0.37467,98.823,0.0,,,,,,S142>S008:target-geometry@1|S008>S142:temperature-drift@1,prose,0,1.0,2.176,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S140,,S007+S142|S007+S140|S008+S140,"MLX90632 miniature IR temp + Ultrasonic liquid (through-wall): Ultrasonic liquid (through-wall) measures `distance-point`, which is exactly what fools MLX90632 miniature IR temp (target distance, angle, size and field of view), plus 1 further correction channel(s); their time constants differ by 2.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — Ultrasonic liquid (through-wall) must sit in the same air/on the same surface as MLX90632 miniature IR temp or it is correcting a different place.
933,2,S008|S230,MLX90632 miniature IR temp|Time-of-flight spectroscopy: AS7263 trick,49,0.37467,98.823,0.0,,,,,,S008>S230:sunlight-ir@1|S008>S230:temperature-drift@1,prose,0,1.0,3.176,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S230,S007|S230,,"MLX90632 miniature IR temp + Time-of-flight spectroscopy: AS7263 trick: MLX90632 miniature IR temp measures `temperature-remote`, which is exactly what fools Time-of-flight spectroscopy: AS7263 trick (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 3.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90632 miniature IR temp must sit in the same air/on the same surface as Time-of-flight spectroscopy: AS7263 trick or it is correcting a different place.
934,2,S008|S304,MLX90632 miniature IR temp|ISM330DHCX industrial IMU,34.0,0.37467,98.823,0.0,,,,,,S008>S304:sunlight-ir@1|S008>S304:temperature-drift@1,prose,0,1.0,2.125,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S304,,S007+S304,"MLX90632 miniature IR temp + ISM330DHCX industrial IMU: MLX90632 miniature IR temp measures `temperature-remote`, which is exactly what fools ISM330DHCX industrial IMU (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 2.1 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90632 miniature IR temp must sit in the same air/on the same surface as ISM330DHCX industrial IMU or it is correcting a different place.
935,2,S008|S337,MLX90632 miniature IR temp|Benewake TF03 long-range industrial LiDAR,194.0,0.37467,98.823,0.0,,,,,,S337>S008:target-geometry@1|S008>S337:sunlight-ir@1,prose,0,1.0,3.477,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S007+S337,S007|S337,,"MLX90632 miniature IR temp + Benewake TF03 long-range industrial LiDAR: Benewake TF03 long-range industrial LiDAR measures `distance-point`, which is exactly what fools MLX90632 miniature IR temp (target distance, angle, size and field of view), plus 1 further correction channel(s); their time constants differ by 3.5 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — Benewake TF03 long-range industrial LiDAR must sit in the same air/on the same surface as MLX90632 miniature IR temp or it is correcting a different place.
936,2,S011|S314,DHT22 / AM2302|L3GD20H gyro-only 3-axis,24.0,0.37467,98.823,0.0,,,,,,S011>S314:self-heating@1|S011>S314:temperature-drift@1,prose,0,1.0,3.204,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S011+S314,,,"DHT22 / AM2302 + L3GD20H gyro-only 3-axis: DHT22 / AM2302 measures `temperature-contact`, which is exactly what fools L3GD20H gyro-only 3-axis (self-heating of the sensor or its own board), plus 1 further correction channel(s); their time constants differ by 3.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — DHT22 / AM2302 must sit in the same air/on the same surface as L3GD20H gyro-only 3-axis or it is correcting a different place.
937,2,S013|S304,BME280 climate combo|ISM330DHCX industrial IMU,26.0,0.37467,98.823,0.0,,,,,,S304>S013:vibration-shock@1|S013>S304:temperature-drift@1,prose,0,1.0,3.824,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S013+S304,,,"BME280 climate combo + ISM330DHCX industrial IMU: ISM330DHCX industrial IMU measures `vibration`, which is exactly what fools BME280 climate combo (vibration and mechanical shock), plus 1 further correction channel(s); their time constants differ by 3.8 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — ISM330DHCX industrial IMU must sit in the same air/on the same surface as BME280 climate combo or it is correcting a different place.
938,2,S062|S244,RPLIDAR / LD19 scanning LiDAR|ZED-F9R dead-reckoning GNSS,320.0,0.37467,98.823,0.0,,,,,,S244>S062:vibration-shock@1|S062>S244:target-geometry@1,prose,0,1.0,2.176,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S062+S244,,,"RPLIDAR / LD19 scanning LiDAR + ZED-F9R dead-reckoning GNSS: ZED-F9R dead-reckoning GNSS measures `acceleration`, which is exactly what fools RPLIDAR / LD19 scanning LiDAR (vibration and mechanical shock), plus 1 further correction channel(s); their time constants differ by 2.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — ZED-F9R dead-reckoning GNSS must sit in the same air/on the same surface as RPLIDAR / LD19 scanning LiDAR or it is correcting a different place.
939,2,S072|S191,MPU-6050 6-axis IMU|SHTC3 tiny low-power RH/T,6,0.37467,98.823,0.0,,,,,,S191>S072:self-heating@1|S191>S072:temperature-drift@1,prose,0,1.0,1.699,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S072+S191,,S073+S191|S191+S205,"MPU-6050 6-axis IMU + SHTC3 tiny low-power RH/T: SHTC3 tiny low-power RH/T measures `temperature-contact`, which is exactly what fools MPU-6050 6-axis IMU (self-heating of the sensor or its own board), plus 1 further correction channel(s); their time constants differ by 1.7 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — SHTC3 tiny low-power RH/T must sit in the same air/on the same surface as MPU-6050 6-axis IMU or it is correcting a different place.
940,2,S072|S277,MPU-6050 6-axis IMU|SEN55 all-in-one air node,52.0,0.37467,98.823,0.0,,,,,,S277>S072:self-heating@1|S277>S072:temperature-drift@1,prose,0,1.0,1.699,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S072+S277,,S073+S277|S205+S277,"MPU-6050 6-axis IMU + SEN55 all-in-one air node: SEN55 all-in-one air node measures `temperature-contact`, which is exactly what fools MPU-6050 6-axis IMU (self-heating of the sensor or its own board), plus 1 further correction channel(s); their time constants differ by 1.7 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — SEN55 all-in-one air node must sit in the same air/on the same surface as MPU-6050 6-axis IMU or it is correcting a different place.
941,2,S077|S278,ADXL355 low-noise accel|SEN66 six-in-one air module,108.0,0.37467,98.823,0.0,,,,,,S278>S077:temperature-drift@1|S077>S278:vibration-shock@1,prose,0,1.0,1.0,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S077+S278,,,"ADXL355 low-noise accel + SEN66 six-in-one air module: SEN66 six-in-one air module measures `temperature-contact`, which is exactly what fools ADXL355 low-noise accel (ambient temperature drift / temperature coefficient), plus 1 further correction channel(s); their time constants differ by 1.0 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — SEN66 six-in-one air module must sit in the same air/on the same surface as ADXL355 low-noise accel or it is correcting a different place.
942,2,S085|S244,Reed switch|ZED-F9R dead-reckoning GNSS,280.5,0.37467,98.823,0.0,,,,,,S244>S085:orientation-tilt@1|S244>S085:vibration-shock@1,prose,0,1.0,1.222,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S085+S244,,,"Reed switch + ZED-F9R dead-reckoning GNSS: ZED-F9R dead-reckoning GNSS measures `orientation-fused`, which is exactly what fools Reed switch (mounting orientation and tilt), plus 1 further correction channel(s); their time constants differ by 1.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — ZED-F9R dead-reckoning GNSS must sit in the same air/on the same surface as Reed switch or it is correcting a different place.
943,2,S085|S301,Reed switch|LSM6DSV16X IMU with on-chip fusion,20.5,0.37467,98.823,0.0,,,,,,S301>S085:orientation-tilt@1|S301>S085:vibration-shock@1,prose,0,1.0,1.699,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S085+S301,,,"Reed switch + LSM6DSV16X IMU with on-chip fusion: LSM6DSV16X IMU with on-chip fusion measures `orientation-fused`, which is exactly what fools Reed switch (mounting orientation and tilt), plus 1 further correction channel(s); their time constants differ by 1.7 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — LSM6DSV16X IMU with on-chip fusion must sit in the same air/on the same surface as Reed switch or it is correcting a different place.
944,2,S085|S305,Reed switch|IIS3DWB wideband vibration sensor,45.5,0.37467,98.823,0.0,,,,,,S305>S085:orientation-tilt@1|S305>S085:vibration-shock@1,prose,0,1.0,1.176,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B014,S085+S305,,,"Reed switch + IIS3DWB wideband vibration sensor: IIS3DWB wideband vibration sensor measures `acceleration`, which is exactly what fools Reed switch (mounting orientation and tilt), plus 1 further correction channel(s); their time constants differ by 1.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — IIS3DWB wideband vibration sensor must sit in the same air/on the same surface as Reed switch or it is correcting a different place.
945,2,S103|S325,Capacitive liquid/force FDC1004|MLX90621 16x4 fast thermal array,69.0,0.37467,98.823,0.75,presence-verified,,,,,S325>S103:sunlight-ir@1|S325>S103:temperature-drift@1,prose,0,1.0,0.107,separated,low,yes,unexplored,single-board-with-caveats,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S103+S325,,,"Capacitive liquid/force FDC1004 + MLX90621 16x4 fast thermal array: MLX90621 16x4 fast thermal array measures `temperature-remote`, which is exactly what fools Capacitive liquid/force FDC1004 (sunlight and ambient infrared), plus 1 further correction channel(s); `presence-verified` also fire, but only because two parts happen to carry the same capability — two copies of one part would do the same, so that is discounted; their time constants differ by 0.1 decades, scored as `separated` (a slow reference disciplining a fast channel).",Two-physics presence verifier: The computation counts part TYPES — it cannot check the physics differ. YOU must: two PIRs share failure causes and verify nothing; pick PIR + radar or thermal + ultrasound. Both channels must respond in seconds — CO2-based presence is minutes too slow for the coincidence window. The correction is only as good as the co-location — MLX90621 16x4 fast thermal array must sit in the same air/on the same surface as Capacitive liquid/force FDC1004 or it is correcting a different place.
946,2,S125|S162,ML8511 / VEML6075 UV outdoor|MLX90641 thermal (16x12),66,0.37467,98.823,0.0,,,,,,S162>S125:sunlight-ir@1|S162>S125:temperature-drift@1,prose,0,1.0,1.194,separated,low,yes,unexplored,single-board,B001|B002|B003|B004|B005|B006|B007|B008|B009|B010|B011|B012|B013|B014,S125+S161,,S125+S161,"ML8511 / VEML6075 UV outdoor + MLX90641 thermal (16x12): MLX90641 thermal (16x12) measures `temperature-remote`, which is exactly what fools ML8511 / VEML6075 UV outdoor (sunlight and ambient infrared), plus 1 further correction channel(s); their time constants differ by 1.2 decades, scored as `separated` (a slow reference disciplining a fast channel).",The correction is only as good as the co-location — MLX90641 thermal (16x12) must sit in the same air/on the same surface as ML8511 / VEML6075 UV outdoor or it is correcting a different place.
