rank,objective,sensor_ids,sensors,n_parts,usd,pins,declared,emergent,score,lift,per_part,per_dollar,per_pin,emergent_keys,new_routes,fired_edges,notes,reasoning
4,per_pin,S001|S210|S228|S229|S257,DS18B20 digital temp probe|DS18B20 water temp + flow combo|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!)|Eastron SDM120-Modbus DIN energy meter,5,50.5,1,29,10,39,28,7.8,0.772,39.0,building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|inrush-health|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type|water-leak,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|leak-by-context|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn|which-room-energy,,"DS18B20 digital temp probe + DS18B20 water temp + flow combo + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!) + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 9 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, presence-verified, plus 3 new routes to outcomes it declares nowhere — 39 outcomes together against 11 for its best single member, a lift of 28. It costs 1 ESP32 pins and $50.5; it spans 1-Wire + Builtin + RS-485 + Radio."
5,per_pin,S001|S011|S132|S210|S257,DS18B20 digital temp probe|DHT22 / AM2302|DS18B20 soil temp spear|DS18B20 water temp + flow combo|Eastron SDM120-Modbus DIN energy meter,5,59.5,1,29,8,37,26,7.4,0.622,37.0,building-heat-loss|cost-per-use|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|which-room-energy,,"DS18B20 digital temp probe + DHT22 / AM2302 + DS18B20 soil temp spear + DS18B20 water temp + flow combo + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 6 more, unlocking building-heat-loss, cost-per-use, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 37 outcomes together against 11 for its best single member, a lift of 26. It costs 1 ESP32 pins and $59.5; it spans 1-Wire + RS-485."
6,per_pin,S001|S011|S133|S210|S257,DS18B20 digital temp probe|DHT22 / AM2302|Compost / hay temp lance|DS18B20 water temp + flow combo|Eastron SDM120-Modbus DIN energy meter,5,69.5,1,29,8,37,26,7.4,0.532,37.0,building-heat-loss|cost-per-use|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|which-room-energy,,"DS18B20 digital temp probe + DHT22 / AM2302 + Compost / hay temp lance + DS18B20 water temp + flow combo + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 6 more, unlocking building-heat-loss, cost-per-use, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 37 outcomes together against 11 for its best single member, a lift of 26. It costs 1 ESP32 pins and $69.5; it spans 1-Wire + RS-485."
7,per_pin,S001|S011|S210|S228|S229,DS18B20 digital temp probe|DHT22 / AM2302|DS18B20 water temp + flow combo|Wi-Fi CSI sensing (the router IS the sensor)|ESP32 internal sensors (free!),5,16.5,1,31,5,36,25,7.2,2.182,36.0,presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type|water-leak,bearing-thermal|compost-core|house-thermal-constant|leak-by-context|liquid-id-effusivity|loop-heat-meter|microclimate-grid|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse,,"DS18B20 digital temp probe + DHT22 / AM2302 + DS18B20 water temp + flow combo + Wi-Fi CSI sensing (the router IS the sensor) + ESP32 internal sensors (free!): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 6 more, unlocking presence-verified, soil-water-volumetric, thermal-map, thermal-time-constant, plus 3 new routes to outcomes it declares nowhere — 36 outcomes together against 11 for its best single member, a lift of 25. It costs 1 ESP32 pins and $16.5; it spans 1-Wire + Builtin + Radio."
8,per_pin,S011|S210|S229|S257,DHT22 / AM2302|DS18B20 water temp + flow combo|ESP32 internal sensors (free!)|Eastron SDM120-Modbus DIN energy meter,4,52.0,1,27,9,36,25,9.0,0.692,36.0,building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type|water-leak,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|leak-by-context|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn|which-room-energy,,"DHT22 / AM2302 + DS18B20 water temp + flow combo + ESP32 internal sensors (free!) + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 8 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, soil-water-volumetric, plus 3 new routes to outcomes it declares nowhere — 36 outcomes together against 11 for its best single member, a lift of 25. It costs 1 ESP32 pins and $52; it spans 1-Wire + Builtin + RS-485."
9,per_pin,S001|S011|S210|S257,DS18B20 digital temp probe|DHT22 / AM2302|DS18B20 water temp + flow combo|Eastron SDM120-Modbus DIN energy meter,4,54.5,1,28,8,36,25,9.0,0.661,36.0,building-heat-loss|cost-per-use|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|which-room-energy,,"DS18B20 digital temp probe + DHT22 / AM2302 + DS18B20 water temp + flow combo + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 6 more, unlocking building-heat-loss, cost-per-use, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 36 outcomes together against 11 for its best single member, a lift of 25. It costs 1 ESP32 pins and $54.5; it spans 1-Wire + RS-485."
10,per_pin,S001|S011|S210|S256|S257,DS18B20 digital temp probe|DHT22 / AM2302|DS18B20 water temp + flow combo|XY-MD02 Modbus RTU temperature & humidity transmitter|Eastron SDM120-Modbus DIN energy meter,5,65.5,1,28,8,36,25,7.2,0.55,36.0,building-heat-loss|cost-per-use|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|which-room-energy,,"DS18B20 digital temp probe + DHT22 / AM2302 + DS18B20 water temp + flow combo + XY-MD02 Modbus RTU temperature & humidity transmitter + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 6 more, unlocking building-heat-loss, cost-per-use, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 36 outcomes together against 11 for its best single member, a lift of 25. It costs 1 ESP32 pins and $65.5; it spans 1-Wire + RS-485."
11,per_pin,S007|S023|S144|S169|S182|S206,MLX90614 IR thermometer|BME688 gas + climate AI|INA219 current/power monitor|Grove Vision AI v2|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,61.5,2,62,7,69,52,11.5,1.122,34.5,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,compost-active,air-density-live|bearing-thermal|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,"PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2|a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)","MLX90614 IR thermometer + BME688 gas + climate AI + INA219 current/power monitor + Grove Vision AI v2 + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 5 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-time-constant, plus 1 new route to outcomes it declares nowhere — 69 outcomes together against 17 for its best single member, a lift of 52. It costs 2 ESP32 pins and $61.5; all of it sits on I2C. Caveat: PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2."
12,per_pin,S007|S023|S144|S168|S182|S206,MLX90614 IR thermometer|BME688 gas + climate AI|INA219 current/power monitor|HuskyLens AI camera|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,90.5,2,62,7,69,52,11.5,0.762,34.5,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,compost-active|material-type,air-density-live|bearing-thermal|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"MLX90614 IR thermometer + BME688 gas + climate AI + INA219 current/power monitor + HuskyLens AI camera + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 5 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-time-constant, plus 2 new routes to outcomes it declares nowhere — 69 outcomes together against 17 for its best single member, a lift of 52. It costs 2 ESP32 pins and $90.5; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
13,per_pin,S001|S210|S229|S257,DS18B20 digital temp probe|DS18B20 water temp + flow combo|ESP32 internal sensors (free!)|Eastron SDM120-Modbus DIN energy meter,4,50.5,1,25,9,34,23,8.5,0.673,34.0,building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type|water-leak,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|leak-by-context|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn|which-room-energy,,"DS18B20 digital temp probe + DS18B20 water temp + flow combo + ESP32 internal sensors (free!) + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 8 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, soil-water-volumetric, plus 3 new routes to outcomes it declares nowhere — 34 outcomes together against 11 for its best single member, a lift of 23. It costs 1 ESP32 pins and $50.5; it spans 1-Wire + Builtin + RS-485."
14,per_pin,S007|S023|S112|S144|S182|S206,MLX90614 IR thermometer|BME688 gas + climate AI|MAX30102 pulse oximeter|INA219 current/power monitor|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,51.5,2,60,8,68,51,11.333,1.32,34.0,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,compost-active|material-type,air-density-live|bearing-thermal|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|microclimate-grid|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"MLX90614 IR thermometer + BME688 gas + climate AI + MAX30102 pulse oximeter + INA219 current/power monitor + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 6 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $51.5; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
15,per_pin,S007|S023|S144|S178|S182|S206,MLX90614 IR thermometer|BME688 gas + climate AI|INA219 current/power monitor|LDC1612 inductive sensing|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,54.5,2,61,7,68,51,11.333,1.248,34.0,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,compost-active,air-density-live|bearing-thermal|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"MLX90614 IR thermometer + BME688 gas + climate AI + INA219 current/power monitor + LDC1612 inductive sensing + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 5 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-time-constant, plus 1 new route to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $54.5; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
16,per_pin,S023|S112|S144|S169|S182|S206,BME688 gas + climate AI|MAX30102 pulse oximeter|INA219 current/power monitor|Grove Vision AI v2|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,59.5,2,60,8,68,51,11.333,1.143,34.0,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,air-density-live|bearing-thermal|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|microclimate-grid|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn,"PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2|a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)","BME688 gas + climate AI + MAX30102 pulse oximeter + INA219 current/power monitor + Grove Vision AI v2 + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 5 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $59.5; all of it sits on I2C. Caveat: PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2."
17,per_pin,S007|S023|S169|S182|S206|S380,MLX90614 IR thermometer|BME688 gas + climate AI|Grove Vision AI v2|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy)|ADE7953 dual-channel single-phase energy meter,6,62.5,2,58,10,68,51,11.333,1.088,34.0,air-density|building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|inrush-health|presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,compost-active|power-quality,air-density-live|bearing-thermal|building-ua|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|liquid-id-effusivity|nilm-signature|pf-power-quality|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn|which-room-energy,"PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2|a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)","MLX90614 IR thermometer + BME688 gas + climate AI + Grove Vision AI v2 + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy) + ADE7953 dual-channel single-phase energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Sky thermometer cloud detector and 7 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, presence-verified, plus 2 new routes to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $62.5; all of it sits on I2C. Caveat: PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2."
18,per_pin,S007|S023|S169|S182|S206|S212,MLX90614 IR thermometer|BME688 gas + climate AI|Grove Vision AI v2|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy)|INA3221 triple-channel power,6,63,2,61,7,68,51,11.333,1.079,34.0,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,compost-active,air-density-live|bearing-thermal|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,"PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2|a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)","MLX90614 IR thermometer + BME688 gas + climate AI + Grove Vision AI v2 + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy) + INA3221 triple-channel power: the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 5 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-time-constant, plus 1 new route to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $63; all of it sits on I2C. Caveat: PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2."
19,per_pin,S002|S023|S144|S169|S182|S206,TMP117 ultra-precise temp|BME688 gas + climate AI|INA219 current/power monitor|Grove Vision AI v2|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,64.5,2,60,8,68,51,11.333,1.054,34.0,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active,air-density-live|bearing-thermal|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|microclimate-grid|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|unoccupied-burn,"PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2|a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)","TMP117 ultra-precise temp + BME688 gas + climate AI + INA219 current/power monitor + Grove Vision AI v2 + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Compost activity meter, Building thermal time-constant and 5 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $64.5; all of it sits on I2C. Caveat: PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2."
20,per_pin,S007|S023|S145|S169|S182|S206,MLX90614 IR thermometer|BME688 gas + climate AI|INA226/INA228 precision power|Grove Vision AI v2|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,65,2,59,9,68,51,11.333,1.046,34.0,air-density|building-heat-loss|cost-per-use|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,compost-active,air-density-live|bearing-thermal|building-ua|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn|which-room-energy,"PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2|a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)","MLX90614 IR thermometer + BME688 gas + climate AI + INA226/INA228 precision power + Grove Vision AI v2 + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Sky thermometer cloud detector and 7 more, unlocking building-heat-loss, cost-per-use, energy-waste-unoccupied, presence-verified, plus 1 new route to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $65; all of it sits on I2C. Caveat: PSRAM wanted — an S3 or WROVER variant, not a plain ESP32 — Grove Vision AI v2."
21,per_pin,S011|S133|S210|S257,DHT22 / AM2302|Compost / hay temp lance|DS18B20 water temp + flow combo|Eastron SDM120-Modbus DIN energy meter,4,67.0,1,26,8,34,23,8.5,0.507,34.0,building-heat-loss|cost-per-use|grid-stress|inrush-health|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|material-type,bearing-thermal|building-ua|compost-core|grid-frequency-watch|house-thermal-constant|inrush-signature|liquid-id-effusivity|loop-heat-meter|microclimate-grid|nilm-signature|pf-power-quality|psychrometric-wetbulb|soil-heat-pulse|which-room-energy,,"DHT22 / AM2302 + Compost / hay temp lance + DS18B20 water temp + flow combo + Eastron SDM120-Modbus DIN energy meter: the set fires Bearing temperature-rise monitor, Whole-building heat-loss coefficient, Compost activity meter and 6 more, unlocking building-heat-loss, cost-per-use, soil-water-volumetric, thermal-map, plus 2 new routes to outcomes it declares nowhere — 34 outcomes together against 11 for its best single member, a lift of 23. It costs 1 ESP32 pins and $67; it spans 1-Wire + RS-485."
22,per_pin,S023|S071|S144|S182|S189|S206,BME688 gas + climate AI|Grid-EYE AMG8833 thermal array|INA219 current/power monitor|Scale-hacking: NAU7802|AHT20 temp/humidity|MPU-9250 9-axis (legacy),6,74.5,2,58,10,68,51,11.333,0.913,34.0,air-density|black-ice-risk|condensation-risk|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|material-type|sky-clear,air-density-live|bearing-thermal|black-ice-watch|cloud-cover-ir|compost-core|condensation-watch|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|microclimate-grid|mould-forecast|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"BME688 gas + climate AI + Grid-EYE AMG8833 thermal array + INA219 current/power monitor + Scale-hacking: NAU7802 + AHT20 temp/humidity + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Road ice predictor, Sky thermometer cloud detector and 9 more, unlocking black-ice-risk, condensation-risk, energy-waste-unoccupied, presence-verified, plus 4 new routes to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $74.5; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
23,per_pin,S023|S071|S112|S144|S182|S206,BME688 gas + climate AI|Grid-EYE AMG8833 thermal array|MAX30102 pulse oximeter|INA219 current/power monitor|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,78.5,2,60,8,68,51,11.333,0.866,34.0,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|material-type|sky-clear,air-density-live|bearing-thermal|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|microclimate-grid|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"BME688 gas + climate AI + Grid-EYE AMG8833 thermal array + MAX30102 pulse oximeter + INA219 current/power monitor + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 6 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-map, plus 4 new routes to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $78.5; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
24,per_pin,S023|S071|S144|S178|S182|S206,BME688 gas + climate AI|Grid-EYE AMG8833 thermal array|INA219 current/power monitor|LDC1612 inductive sensing|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,81.5,2,61,7,68,51,11.333,0.834,34.0,air-density|energy-waste-unoccupied|grid-stress|presence-verified|soil-water-volumetric|thermal-time-constant|wet-bulb-heat-stress,bearing-failing|compost-active|sky-clear,air-density-live|bearing-thermal|cloud-cover-ir|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|presence-two-physics|psychrometric-wetbulb|soil-heat-pulse|stove-watch|unoccupied-burn,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"BME688 gas + climate AI + Grid-EYE AMG8833 thermal array + INA219 current/power monitor + LDC1612 inductive sensing + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 5 more, unlocking energy-waste-unoccupied, presence-verified, soil-water-volumetric, thermal-time-constant, plus 3 new routes to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $81.5; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
25,per_pin,S007|S023|S037|S144|S182|S206,MLX90614 IR thermometer|BME688 gas + climate AI|SCD30 NDIR CO2|INA219 current/power monitor|Scale-hacking: NAU7802|MPU-9250 9-axis (legacy),6,85.5,2,56,12,68,51,11.333,0.795,34.0,air-changes-hour|air-density|energy-waste-unoccupied|grid-stress|presence-verified|radon-risk-rising|room-volume-estimate|soil-water-volumetric|thermal-map|thermal-time-constant|wet-bulb-heat-stress|window-open-state,material-type,ach-co2-decay|air-density-live|bearing-thermal|cloud-cover-ir|co2-room-volume|compost-core|grid-frequency-watch|house-thermal-constant|liquid-id-effusivity|microclimate-grid|presence-two-physics|psychrometric-wetbulb|radon-fast-proxy|soil-heat-pulse|stove-watch|unoccupied-burn|window-detect,a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy),"MLX90614 IR thermometer + BME688 gas + climate AI + SCD30 NDIR CO2 + INA219 current/power monitor + Scale-hacking: NAU7802 + MPU-9250 9-axis (legacy): the set fires Bearing temperature-rise monitor, Sky thermometer cloud detector, Compost activity meter and 7 more, unlocking energy-waste-unoccupied, presence-verified, radon-risk-rising, soil-water-volumetric, plus 1 new route to outcomes it declares nowhere — 68 outcomes together against 17 for its best single member, a lift of 51. It costs 2 ESP32 pins and $85.5; all of it sits on I2C. Caveat: a level translator is needed — not a 3.3V-native signal — MPU-9250 9-axis (legacy)."
